Rank,Full Name,Title,Birth-Date,Death-Date,Biography,Links
493.0,Stan Lee,Icon,1922,2018,"Stan Lee was an American comic book writer who co-created many of the world's most popular superheroes. His characters emphasized human flaws and emotions, changing the nature of storytelling. His vision transformed Marvel Comics into a global multi-media empire.",https://en.wikipedia.org/wiki/Special:Search?search=Stan%20Lee
494.0,Stephen King,Icon,1947,2026,"Stephen King is a prolific American author of horror and suspense who has sold over 350 million books. Known as the 'King of Horror,' his work explores the human psyche under extreme stress. He remains a primary and influential figure in contemporary popular fiction.",https://en.wikipedia.org/wiki/Special:Search?search=Stephen%20King
495.0,J.K. Rowling,Icon,1965,2026,"J.K. Rowling is the British author of the 'Harry Potter' series, one of the most successful literary phenomena in history. Her work introduced a new generation to reading and established a massive media franchise. She remains a primary figure in modern global pop culture.",https://en.wikipedia.org/wiki/Special:Search?search=J.K.%20Rowling
496.0,George Lucas,Icon,1944,2026,George Lucas is an American filmmaker who created the 'Star Wars' and 'Indiana Jones' franchises. He revolutionized cinema through his innovative use of visual effects and his focus on mythic storytelling. He is a primary architect of the modern blockbuster film industry.,https://en.wikipedia.org/wiki/Special:Search?search=George%20Lucas
497.0,Steven Spielberg,Icon,1946,2026,"Steven Spielberg is an American filmmaker whose work defined the blockbuster era. From 'Jaws' to 'Schindler's List,' his films combined technical innovation with profound emotion. He remains one of the most successful and influential directors in cinematic history.",https://en.wikipedia.org/wiki/Special:Search?search=Steven%20Spielberg
498.0,James Cameron,Icon,1954,2026,"James Cameron is a Canadian filmmaker known for his massive blockbusters and his work in deep-sea exploration. He directed 'Titanic' and 'Avatar,' pushing the technical boundaries of visual effects and 3D cinema. He is a primary figure in modern cinematic innovation.",https://en.wikipedia.org/wiki/Special:Search?search=James%20Cameron
499.0,Ridley Scott,Icon,1937,2026,Sir Ridley Scott is an English filmmaker known for his atmospheric visual style in films like 'Alien' and 'Blade Runner.' He is a primary pioneer of the science fiction and historical epic genres. His work has fundamentally influenced the visual language of modern cinema.,https://en.wikipedia.org/wiki/Special:Search?search=Ridley%20Scott
500.0,Nelson Mandela,Statesman,1918,2013,"Nelson Mandela was a South African revolutionary who served as the first black president of South Africa. After spending 27 years in prison, he led the country through a peaceful transition from apartheid to democracy. He is a global icon of reconciliation and dignity.",https://en.wikipedia.org/wiki/Special:Search?search=Nelson%20Mandela
501.0,Leif Erikson,Explorer,970,1020,"Leif Erikson was a Norse explorer who is believed to have been the first European to set foot on continental North America, nearly five centuries before Columbus. Establishing a settlement at Vinland, he proved the reach of Viking maritime technology. His voyages represent the earliest known trans-oceanic contact between Europe and the Americas.",https://en.wikipedia.org/wiki/Special:Search?search=Leif%20Erikson
502.0,Zenobia,Queen,240,274,"Zenobia was the Queen of the Palmyrene Empire who famously defied the Roman Empire and conquered much of the Roman East. Known as a scholar and a warrior, she transformed Palmyra into a multicultural center of power. Her rebellion remains a primary symbol of resistance against imperial overreach in antiquity.",https://en.wikipedia.org/wiki/Special:Search?search=Zenobia
503.0,Ibn Khaldun,Historian,1332,1406,"Ibn Khaldun was a North African polymath regarded as the father of modern sociology and historiography. In his work 'Muqaddimah,' he introduced the concept of social cohesion to explain the rise and fall of civilizations. His analytical approach to history provided a framework that predicted many modern economic theories.",https://en.wikipedia.org/wiki/Special:Search?search=Ibn%20Khaldun
504.0,Sundiata Keita,Emperor,1217,1255,"Sundiata Keita was the legendary founder of the Mali Empire, whose rise to power is immortalized in the 'Epic of Sundiata.' He unified the Mandinka people and established a vast empire that became a global center of trade. His administrative reforms provided the legal foundation for one of Africa's greatest civilizations.",https://en.wikipedia.org/wiki/Special:Search?search=Sundiata%20Keita
505.0,Sejong the Great,King,1397,1450,"Sejong the Great was the fourth king of the Joseon Dynasty, celebrated for his profound scientific and cultural contributions to Korea. He is most famous for personally inventing Hangul, the phonetic alphabet, to increase literacy among the common people. His reign saw massive advancements in astronomy and technology.",https://en.wikipedia.org/wiki/Special:Search?search=Sejong%20the%20Great
506.0,Wu Zetian,Empress,624,705,"Wu Zetian was the only woman in Chinese history to rule as an emperor in her own right, founding the short-lived Zhou Dynasty. Her reign was characterized by a massive expansion of the civil service system and the promotion of Buddhism over Taoism. She is remembered as a brilliant but ruthless administrator who stabilized the Tang Empire.",https://en.wikipedia.org/wiki/Special:Search?search=Wu%20Zetian
507.0,Mansa Musa,Emperor,1280,1337,"Mansa Musa I of Mali is widely considered the wealthiest individual in history, ruling an empire that was the world's largest producer of gold. His pilgrimage to Mecca was so extravagant that the gold he distributed caused inflation across the Middle East. He turned Timbuktu into a major center of Islamic learning.",https://en.wikipedia.org/wiki/Special:Search?search=Mansa%20Musa
508.0,Zheng He,Explorer,1371,1433,"Zheng He was a Chinese mariner who commanded seven treasure voyages to Southeast Asia, South Asia, and East Africa during the Ming Dynasty. His massive fleets projected Chinese power and wealth throughout the Indian Ocean. His expeditions facilitated a vast exchange of culture before China turned toward isolationism.",https://en.wikipedia.org/wiki/Special:Search?search=Zheng%20He
509.0,Clovis I,King,466,511,"Clovis I was the first King of the Franks to unite all the Frankish tribes under one ruler, founding the Merovingian Dynasty. By converting to Catholicism, he secured the alliance of the Church and laid the foundation for the modern French nation. His reign marks the transition from the Roman to the Medieval era in Gaul.",https://en.wikipedia.org/wiki/Special:Search?search=Clovis%20I
510.0,Theodora,Empress,500,548,"Empress Theodora was the wife of Justinian I and one of the most influential women in Byzantine history. Rising from a humble background, she became a powerful co-regent who championed women's rights and religious policy. Her courage during the Nika riots is credited with saving the throne for Justinian.",https://en.wikipedia.org/wiki/Special:Search?search=Theodora
511.0,Saladin,Sultan,1137,1193,"Saladin was the founder of the Ayyubid Dynasty and the leader who recaptured Jerusalem from the Crusaders in 1187. He was renowned for his chivalry, mercy, and tactical brilliance in both the Muslim and Christian worlds. His unification of the Near East created a powerful state that resisted European intervention for centuries.",https://en.wikipedia.org/wiki/Special:Search?search=Saladin
512.0,Harun al-Rashid,Caliph,763,809,"Harun al-Rashid was the fifth Abbasid Caliph, whose reign is regarded as the peak of the Islamic Golden Age. He established the House of Wisdom in Baghdad, attracting scholars from across the known world to translate Greek texts. His legendary court provided the setting for many of the stories in the 'One Thousand and One Nights.'",https://en.wikipedia.org/wiki/Special:Search?search=Harun%20al-Rashid
513.0,Atahualpa,Emperor,1497,1533,"Atahualpa was the last sovereign emperor of the Inca Empire before the Spanish conquest. After winning a brutal civil war against his brother, he was captured and executed by Francisco Pizarro despite providing a massive ransom of gold. His death marked the definitive end of independent Inca rule in South America.",https://en.wikipedia.org/wiki/Special:Search?search=Atahualpa
514.0,Montezuma II,Emperor,1466,1520,Montezuma II was the ninth ruler of Tenochtitlan and the leader of the Aztec Empire during the arrival of Hernán Cortés. His complex response to the Spanish led to his captivity and the eventual collapse of Aztec civilization. His reign represents the tragic collision between the Old World and the indigenous powers of the New World.,https://en.wikipedia.org/wiki/Special:Search?search=Montezuma%20II
515.0,Shaka Zulu,King,1787,1828,"Shaka Zulu was the founder of the Zulu Kingdom whose revolutionary military tactics transformed a small clan into a dominant regional power. He introduced the short stabbing spear and the 'buffalo horns' formation, which redefined African warfare. His reign initiated a period of profound social upheaval and state-building.",https://en.wikipedia.org/wiki/Special:Search?search=Shaka%20Zulu
516.0,Sitting Bull,Leader,1831,1890,"Sitting Bull was a Hunkpapa Lakota leader who led his people during years of resistance against United States government expansion. He is most famous for his role in the Battle of the Little Bighorn, where his vision inspired the defeat of General Custer. He remains a primary symbol of indigenous defiance and cultural identity.",https://en.wikipedia.org/wiki/Special:Search?search=Sitting%20Bull
517.0,Geronimo,Warrior,1829,1909,"Geronimo was a prominent leader of the Apache people who led a legendary series of raids against Mexican and US authorities. For decades, he defied the reservation system, becoming one of the last major indigenous leaders to surrender. His name has since become a global synonym for bravery and persistence against odds.",https://en.wikipedia.org/wiki/Special:Search?search=Geronimo
518.0,Crazy Horse,Warrior,1840,1877,Crazy Horse was a legendary Lakota war leader who took up arms against the United States to preserve the way of life of his people. He played a decisive role in the Fetterman Fight and the Battle of the Little Bighorn. His life represents the uncompromising spirit of freedom and the tragedy of the Great Plains wars.,https://en.wikipedia.org/wiki/Special:Search?search=Crazy%20Horse
519.0,Tecumseh,Leader,1768,1813,Tecumseh was a Shawnee chief who sought to unite Native American tribes into a great confederacy to resist white settlement. He was a brilliant orator and strategist who allied with the British during the War of 1812. His death marked the end of organized indigenous resistance in the Old Northwest territory.,https://en.wikipedia.org/wiki/Special:Search?search=Tecumseh
520.0,Emiliano Zapata,Revolutionary,1879,1919,Emiliano Zapata was a leading figure in the Mexican Revolution and the architect of the movement for land reform. His slogan 'Land and Liberty' became the rallying cry for the peasantry fighting against wealth concentration. He remains an eternal symbol of agrarian resistance and the rights of indigenous people.,https://en.wikipedia.org/wiki/Special:Search?search=Emiliano%20Zapata
521.0,Pancho Villa,General,1878,1923,"Pancho Villa was a Mexican revolutionary general who led the Division of the North during the Mexican Revolution. Known for his daring cavalry charges and his raid on Columbus, New Mexico, he became a folk hero to the poor. His charisma and military success made him a primary figure in the shaping of modern Mexico.",https://en.wikipedia.org/wiki/Special:Search?search=Pancho%20Villa
522.0,Simon de Montfort,Statesman,1208,1265,"Simon de Montfort was a French-English nobleman who led the baronial rebellion against King Henry III. He is credited with calling the first directly elected parliament in medieval Europe, including representatives from towns. His innovations laid the early groundwork for the British parliamentary system.",https://en.wikipedia.org/wiki/Special:Search?search=Simon%20de%20Montfort
523.0,Catherine of Aragon,Queen,1485,1536,"Catherine of Aragon was the first wife of Henry VIII, whose refusal to annul her marriage triggered the English Reformation. A daughter of the Spanish Catholic Monarchs, she was a popular queen who served as regent during Henry's absence. Her displacement led to the permanent break between England and the Catholic Church.",https://en.wikipedia.org/wiki/Special:Search?search=Catherine%20of%20Aragon
524.0,William III,King,1650,1702,"William III, also known as William of Orange, became the King of England following the Glorious Revolution. He was a primary champion of Protestantism in Europe and spent much of his life fighting against the expansion of Louis XIV. His reign saw the passage of the Bill of Rights, limiting the monarchy's power.",https://en.wikipedia.org/wiki/Special:Search?search=William%20III
525.0,James I,King,1566,1625,"James VI of Scotland and I of England was the first monarch to rule over both kingdoms, initiating the Stuart dynasty. He is most famous for commissioning the King James Version of the Bible, which profoundly impacted the English language. His reign was a period of relative peace and intense intellectual flourishing.",https://en.wikipedia.org/wiki/Special:Search?search=James%20I
526.0,Louis Philippe I,King,1773,1850,"Louis Philippe I was the last King of France, ruling during the July Monarchy after the revolution of 1830. Known as the 'Citizen King,' he initially sought a middle path between monarchy and republicanism. His conservative policies led to his overthrow in 1848, marking the definitive end of French monarchy.",https://en.wikipedia.org/wiki/Special:Search?search=Louis%20Philippe%20I
527.0,Friedrich Schiller,Playwright,1759,1805,"Friedrich Schiller was a German playwright and philosopher who, with Goethe, founded Weimar Classicism. His dramas explore themes of liberty and the struggle against tyranny, while his poem 'Ode to Joy' became the basis for Beethoven's Ninth Symphony. He remains a primary figure in German literature and philosophy.",https://en.wikipedia.org/wiki/Special:Search?search=Friedrich%20Schiller
528.0,Michel Foucault,Philosopher,1926,1984,"Michel Foucault was a French philosopher whose work explored the relationship between power, knowledge, and social control. In 'Discipline and Punish,' he analyzed how institutions like prisons shape human identity. His concepts of 'biopower' and the 'archaeology of knowledge' remain foundational to modern sociology.",https://en.wikipedia.org/wiki/Special:Search?search=Michel%20Foucault
529.0,Cardinal Richelieu,Statesman,1585,1642,Cardinal Richelieu was the Chief Minister to Louis XIII and the primary architect of French absolutism. He successfully centralized state power by breaking the influence of the nobility and the Huguenots. His pursuit of 'reason of state' established France as the dominant power in 17th-century Europe.,https://en.wikipedia.org/wiki/Special:Search?search=Cardinal%20Richelieu
530.0,14th Dalai Lama,Leader,1935,2026,"Tenzin Gyatso is the 14th Dalai Lama and the spiritual leader of the Tibetan people, living in exile since 1959. He is a global icon for peace and non-violence, receiving the Nobel Peace Prize for his advocacy for Tibetan autonomy. His work emphasizes the convergence of Buddhist philosophy and modern science.",https://en.wikipedia.org/wiki/Special:Search?search=14th%20Dalai%20Lama
531.0,Ignatius of Loyola,Saint,1491,1556,"Saint Ignatius was a Spanish priest who founded the Society of Jesus (the Jesuits). After a career-ending military injury, he experienced a spiritual conversion and authored the 'Spiritual Exercises.' The Jesuits became a primary force in the Counter-Reformation, known for their rigorous education and missionary work.",https://en.wikipedia.org/wiki/Special:Search?search=Ignatius%20of%20Loyola
532.0,Howard Hughes,Entrepreneur,1905,1976,"Howard Hughes was an American business magnate and aviator who became one of the wealthiest and most eccentric individuals in the world. He was a pioneer in aviation, setting speed records and building the 'Spruce Goose.' His later life of extreme reclusiveness became a subject of intense public fascination.",https://en.wikipedia.org/wiki/Special:Search?search=Howard%20Hughes
533.0,Ruhollah Khomeini,Leader,1902,1989,"Ayatollah Khomeini was the founder of the Islamic Republic of Iran and the leader of the 1979 Revolution. As the Supreme Leader, he implemented a system of government based on Islamic law and 'guardianship of the jurist.' His leadership fundamentally transformed the geopolitics of the Middle East.",https://en.wikipedia.org/wiki/Special:Search?search=Ruhollah%20Khomeini
534.0,Ingmar Bergman,Director,1918,2007,"Ingmar Bergman was a Swedish filmmaker widely regarded as one of the greatest directors in cinematic history. His films are celebrated for their profound exploration of existential doubt, psychology, and the silence of God. His masterful use of close-ups redefined the artistic potential of the film medium.",https://en.wikipedia.org/wiki/Special:Search?search=Ingmar%20Bergman
535.0,Fibonacci,Mathematician,1170,1250,"Leonardo of Pisa, known as Fibonacci, was an Italian mathematician who introduced the Hindu-Arabic numeral system to Europe. This system, including the concept of zero, revolutionized European commerce and calculation. He is also famous for the Fibonacci sequence, which appears frequently in the natural world.",https://en.wikipedia.org/wiki/Special:Search?search=Fibonacci
536.0,Francis Drake,Explorer,1540,1596,"Sir Francis Drake was an English sea captain and the first Englishman to circumnavigate the globe. He was a key figure in the Elizabethan era, playing a leading role in the defeat of the Spanish Armada. While a hero in England, his career as a privateer made him a notorious pirate to Spain.",https://en.wikipedia.org/wiki/Special:Search?search=Francis%20Drake
537.0,Mehmed III,Sultan,1566,1603,Mehmed III was the Sultan of the Ottoman Empire whose reign saw a return to military leadership on the battlefield. He led the Ottoman army to victory at the Battle of Keresztes against the Habsburgs. His reign is also associated with the brutal tradition of fratricide during imperial succession.,https://en.wikipedia.org/wiki/Special:Search?search=Mehmed%20III
538.0,Hermann Goring,Entity,1893,1946,Hermann Göring was a leading member of the Nazi Party and the commander of the Luftwaffe during World War II. He was instrumental in the establishment of the Gestapo and the early organization of the Holocaust. His trial at Nuremberg revealed the extent of his role in war crimes against humanity.,https://en.wikipedia.org/wiki/Special:Search?search=Hermann%20Goring
539.0,Auguste Rodin,Artist,1840,1917,"Auguste Rodin was a French sculptor widely considered the founder of modern sculpture. His work, such as 'The Thinker,' broke with classical tradition by emphasizing realism, human emotion, and the texture of materials. His ability to capture psychological depth revolutionized the medium of sculpture.",https://en.wikipedia.org/wiki/Special:Search?search=Auguste%20Rodin
540.0,Philip IV of France,King,1268,1314,"Philip IV, known as the Fair, was the King of France who transformed the country into a powerful centralized state. He is famous for his conflict with the Papacy and his brutal suppression of the Knights Templar. His reign established many of the administrative structures of the French nation-state.",https://en.wikipedia.org/wiki/Special:Search?search=Philip%20IV%20of%20France
541.0,Angela Merkel,Statesman,1954,2026,"Angela Merkel served as the Chancellor of Germany for 16 years, becoming the de facto leader of the European Union. Her leadership was defined by her steady navigation of global crises, including the 2008 financial crash. Known for her pragmatic style, her tenure provided a period of stability for Europe.",https://en.wikipedia.org/wiki/Special:Search?search=Angela%20Merkel
542.0,Adolf Eichmann,Entity,1906,1962,Adolf Eichmann was a high-ranking Nazi officer responsible for the logistics of deporting millions of Jews to extermination camps. His 1960 capture by Mossad and subsequent trial in Jerusalem became a global event. The proceedings prompted a profound international discussion on the 'banality of evil.',https://en.wikipedia.org/wiki/Special:Search?search=Adolf%20Eichmann
543.0,Pope Alexander VI,Pope,1431,1503,"Pope Alexander VI, born Rodrigo Borgia, was one of the most controversial figures of the Renaissance Papacy. His reign was defined by his pursuit of political power for the Borgia family and scandalous rumors. Despite this, he was a major patron of the arts and a skilled diplomat in 15th-century Italy.",https://en.wikipedia.org/wiki/Special:Search?search=Pope%20Alexander%20VI
544.0,Sappho,Poet,-630,-570,"Sappho was an ancient Greek lyric poet who was hailed as the 'Tenth Muse' by Plato. Her emotional and passionate songs explored themes of love, desire, and the beauty of the natural world. Although only fragments of her poetry survive, her influence on Western literature and female creative genius is unparalleled.",https://en.wikipedia.org/wiki/Special:Search?search=Sappho
545.0,Vespasian,Emperor,9,79,Vespasian was the Roman Emperor who founded the Flavian dynasty and stabilized the empire after the Year of the Four Emperors. He is most famous for initiating the construction of the Colosseum in Rome and for his fiscal reforms. His pragmatic leadership solidified the imperial system after Nero's fall.,https://en.wikipedia.org/wiki/Special:Search?search=Vespasian
546.0,Janis Joplin,Musician,1943,1970,"Janis Joplin was an American singer who became one of the most successful and iconic rock stars of the 1960s. Known for her powerful, raspy voice and explosive stage presence, she was a primary figure in the counterculture. Her early death turned her into a tragic symbol of the era's excesses.",https://en.wikipedia.org/wiki/Special:Search?search=Janis%20Joplin
547.0,Elizabeth Bathory,Entity,1560,1614,"Countess Elizabeth Báthory was a Hungarian noblewoman often cited as the most prolific female serial killer in history. Legend claims she bathed in blood to preserve her youth, though modern historians debate the extent of her crimes. Her terrifying reputation has made her a central figure in gothic horror.",https://en.wikipedia.org/wiki/Special:Search?search=Elizabeth%20Bathory
548.0,Jean-Auguste Ingres,Artist,1780,1867,Jean-Auguste-Dominique Ingres was a French Neoclassical painter and the primary champion of academic tradition. He is celebrated for his extraordinary skill as a draftsman and for his portraits of the French elite. His focus on line and formal perfection provided a critical link to the future of modern art.,https://en.wikipedia.org/wiki/Special:Search?search=Jean-Auguste%20Ingres
549.0,Pol Pot,Dictator,1925,1998,"Pol Pot was the leader of the Khmer Rouge who orchestrated the Cambodian Genocide, resulting in the deaths of up to 2 million people. His radical policies sought to return Cambodia to 'Year Zero' by destroying all modern institutions. His regime remains a profound scar on Cambodian and human history.",https://en.wikipedia.org/wiki/Special:Search?search=Pol%20Pot
550.0,Kim Jong-il,Dictator,1941,2011,Kim Jong-il was the Supreme Leader of North Korea who continued the totalitarian rule established by his father. His reign was defined by the pursuit of nuclear weapons alongside a disastrous famine. He maintained absolute control through propaganda and an extensive system of political prison camps.,https://en.wikipedia.org/wiki/Special:Search?search=Kim%20Jong-il
551.0,Amenhotep III,Pharaoh,-1401,-1350,"Amenhotep III presided over the peak of Egypt's international power and cultural achievement during the 18th Dynasty. Known as the Magnificent, his reign was a period of unprecedented prosperity and massive monument construction. His diplomacy established an Egyptian Golden Age unparalleled in the ancient world.",https://en.wikipedia.org/wiki/Special:Search?search=Amenhotep%20III
552.0,John Wilkes Booth,Entity,1838,1865,"John Wilkes Booth was an American actor who became history's most notorious assassin by killing Abraham Lincoln. A fanatical supporter of the Confederacy, he hoped the act would revitalize the Southern cause. His act and subsequent death fundamentally altered the course of the Reconstruction era.",https://en.wikipedia.org/wiki/Special:Search?search=John%20Wilkes%20Booth
553.0,Umberto Eco,Writer,1932,2016,"Umberto Eco was an Italian polymath and novelist who bridged the gap between academic theory and popular fiction. His debut novel, 'The Name of the Rose,' became a global bestseller by blending mystery with historical inquiry. His work on the nature of signs remains foundational to modern cultural studies.",https://en.wikipedia.org/wiki/Special:Search?search=Umberto%20Eco
554.0,Al-Farabi,Philosopher,872,951,"Al-Farabi was a major philosopher of the Islamic Golden Age who sought to harmonize the ideas of Plato and Aristotle with theology. Known as 'The Second Teacher,' his works on politics and logic provided a framework for medieval thought. He influenced both the Islamic world and the European Renaissance.",https://en.wikipedia.org/wiki/Special:Search?search=Al-Farabi
555.0,Josef Mengele,Entity,1911,1979,"Josef Mengele was a Nazi SS physician at Auschwitz concentration camp, notoriously known as the 'Angel of Death.' He performed sadistic and scientifically worthless human experiments on prisoners, symbolizing the depravity of Nazi ideology. His evasion of justice for decades remains a haunting chapter of history.",https://en.wikipedia.org/wiki/Special:Search?search=Josef%20Mengele
556.0,Pope Clement VII,Pope,1478,1534,Pope Clement VII presided over the Papacy during the Protestant Reformation and the Sack of Rome. His refusal to annul the marriage of Henry VIII led directly to the birth of the Church of England. His reign was defined by the disastrous intersection of Renaissance politics and religious upheaval.,https://en.wikipedia.org/wiki/Special:Search?search=Pope%20Clement%20VII
557.0,Michel de Montaigne,Writer,1533,1592,Michel de Montaigne was a French philosopher who invented the 'essay' as a literary genre. His collection of 'Essais' pioneered a new form of personal and skeptical inquiry into human nature. His emphasis on self-knowledge and intellectual humility profoundly influenced later thinkers like Shakespeare and Nietzsche.,https://en.wikipedia.org/wiki/Special:Search?search=Michel%20de%20Montaigne
558.0,Kosem Sultan,Valide Sultan,1590,1651,"Kosem Sultan was the most powerful woman in Ottoman history, ruling as Valide Sultan for several decades. She acted as a de facto regent during periods of minority rule, wielding immense political influence. Her reign represented the pinnacle of the 'Sultanate of Women' in the Ottoman Empire.",https://en.wikipedia.org/wiki/Special:Search?search=Kosem%20Sultan
559.0,Jan van Eyck,Artist,1390,1441,Jan van Eyck was a Flemish painter of the Early Renaissance who perfected the technique of oil painting. His masterpiece 'The Ghent Altarpiece' is considered one of the most important works in Western art history. His meticulous realism and use of symbolism profoundly influenced the development of the Northern Renaissance.,https://en.wikipedia.org/wiki/Special:Search?search=Jan%20van%20Eyck
560.0,Origen,Theologian,184,253,"Origen of Alexandria was an early Christian scholar who produced a massive body of work on biblical interpretation. He sought to synthesize Greek philosophy with Christian doctrine, exploring themes like universal salvation. His systematic approach provided a foundational framework for early Christian thought.",https://en.wikipedia.org/wiki/Special:Search?search=Origen
561.0,Pierre de Fermat,Mathematician,1607,1665,"Pierre de Fermat was a French lawyer and mathematician who made foundational contributions to number theory and probability. He is most famous for 'Fermat's Last Theorem,' a challenge that remained unproven for over 350 years. His work provided a critical precursor to the development of calculus.",https://en.wikipedia.org/wiki/Special:Search?search=Pierre%20de%20Fermat
562.0,Abdul Hamid II,Sultan,1842,1918,Abdul Hamid II was the last Sultan of the Ottoman Empire to exercise absolute control. He presided over a period of modernization while attempting to suppress rising nationalist movements. His autocratic rule and his role in the Hamidian massacres made him a deeply controversial figure globally.,https://en.wikipedia.org/wiki/Special:Search?search=Abdul%20Hamid%20II
563.0,Akbar the Great,Emperor,1542,1605,"Akbar was the third Mughal Emperor who established a highly efficient administrative system and expanded the empire's territory. He is celebrated for his policy of religious tolerance and his attempts to create a syncretic faith. Under his rule, the Mughal Empire reached a peak of cultural achievement.",https://en.wikipedia.org/wiki/Special:Search?search=Akbar%20the%20Great
564.0,Recep Tayyip Erdogan,Statesman,1954,2026,"Recep Tayyip Erdoğan has been the dominant figure in Turkish politics since 2003, serving as Prime Minister and later as President. His leadership has been characterized by economic growth and a pivot toward religious conservatism. His transformation of Turkey's identity has made him a pivotal 21st-century leader.",https://en.wikipedia.org/wiki/Special:Search?search=Recep%20Tayyip%20Erdogan
565.0,Al-Ghazali,Philosopher,1058,1111,Al-Ghazali was a Persian polymath considered one of the most influential thinkers in Islamic history. His work 'The Incoherence of the Philosophers' challenged the dominance of Greek philosophy in Islamic thought. His synthesis of Sufism and orthodox theology stabilized Sunni Islam for centuries.,https://en.wikipedia.org/wiki/Special:Search?search=Al-Ghazali
566.0,Stefan Zweig,Writer,1881,1942,Stefan Zweig was an Austrian novelist who was one of the most widely read writers in the world during the 1920s. His psychological novellas and his memoir 'The World of Yesterday' captured the tragedy of a disappearing European era. His suicide in exile symbolized the despair of the intellectual world under Nazism.,https://en.wikipedia.org/wiki/Special:Search?search=Stefan%20Zweig
567.0,Wallis Simpson,Entity,1896,1986,Wallis Simpson was an American socialite whose relationship with Edward VIII led to the greatest constitutional crisis in modern British history. Edward's decision to abdicate the throne to marry her fundamentally altered the line of succession. Her life in exile remained a subject of intense global fascination.,https://en.wikipedia.org/wiki/Special:Search?search=Wallis%20Simpson
568.0,Gustavus Adolphus,King,1540,1632,"Gustavus Adolphus was the King of Sweden who transformed the country into a major European power through military innovation. Known as the 'Father of Modern Warfare,' he integrated infantry and artillery on the battlefield. His intervention in the Thirty Years' War saved the Protestant cause in Germany.",https://en.wikipedia.org/wiki/Special:Search?search=Gustavus%20Adolphus
569.0,James son of Zebedee,Apostle,1,44,"James the Greater was one of the twelve original apostles of Jesus and the first to be martyred. His legendary burial at Santiago de Compostela made him the patron saint of Spain. He remains the focal point of the Camino de Santiago, one of history's most important pilgrimage routes.",https://en.wikipedia.org/wiki/Special:Search?search=James%20son%20of%20Zebedee
570.0,William Wallace,Hero,1270,1305,William Wallace was a Scottish knight who led the resistance against King Edward I of England during the War of Independence. His victory at Stirling Bridge made him a national hero and symbol of Scottish sovereignty. His brutal execution turned him into an eternal icon of the struggle for liberty.,https://en.wikipedia.org/wiki/Special:Search?search=William%20Wallace
571.0,Bayezid II,Sultan,1447,1512,"Bayezid II was the Sultan of the Ottoman Empire who consolidated the vast conquests of his father, Mehmed the Conqueror. He is best known for welcoming the Jews expelled from Spain in 1492 into the Ottoman realm. His reign provided the stability that enabled the empire's later Golden Age.",https://en.wikipedia.org/wiki/Special:Search?search=Bayezid%20II
572.0,Henri Becquerel,Scientist,1852,1908,"Henri Becquerel was a French physicist who discovered radioactivity in 1896, earning the Nobel Prize alongside the Curies. By observing that uranium salts emitted rays without an external source, he initiated the era of nuclear physics. His discovery fundamentally altered our understanding of matter.",https://en.wikipedia.org/wiki/Special:Search?search=Henri%20Becquerel
573.0,Archduke Franz Ferdinand,Entity,1863,1914,Franz Ferdinand was the heir to the Austro-Hungarian throne whose assassination in Sarajevo was the direct catalyst for World War I. His death triggered a web of alliances that plunged the world into global conflict. His name remains permanently anchored to the moment history spiraled into catastrophe.,https://en.wikipedia.org/wiki/Special:Search?search=Archduke%20Franz%20Ferdinand
574.0,Rabindranath Tagore,Polymath,1861,1941,"Rabindranath Tagore was a Bengali polymath who became the first non-European to win the Nobel Prize in Literature. His work introduced the spiritual beauty of Indian thought to the West. He authored the national anthems of India and Bangladesh, becoming a global symbol of humanist values.",https://en.wikipedia.org/wiki/Special:Search?search=Rabindranath%20Tagore
575.0,Stan Lee,Entity,1922,2018,"Stan Lee was an American writer who co-created many of the world's most popular superheroes, including Spider-Man and the X-Men. His 'Marvel Method' emphasized the human flaws of characters, changing comic book storytelling forever. He transformed Marvel into a global multi-media empire.",https://en.wikipedia.org/wiki/Special:Search?search=Stan%20Lee
576.0,Marquis de Sade,Writer,1740,1814,"The Marquis de Sade was a French nobleman whose works explore the extreme aspects of sexuality and power. His name is the origin of the term 'sadism,' reflecting his themes of pleasure derived from cruelty. His writings significantly influenced later developments in psychology and avant-garde literature.",https://en.wikipedia.org/wiki/Special:Search?search=Marquis%20de%20Sade
577.0,Pope Gregory I,Pope,540,604,"Pope Gregory I, known as the Great, was a pivotal figure in the development of the medieval Papacy. He is credited with initiating the mission to convert the Anglo-Saxons and for his reforms of the Roman liturgy. His administrative genius established the Church as a dominant force in the post-Roman world.",https://en.wikipedia.org/wiki/Special:Search?search=Pope%20Gregory%20I
578.0,Deng Xiaoping,Statesman,1904,1997,"Deng Xiaoping was the leader of China who initiated the 'Reform and Opening-up' policy that transformed the country into an economic power. He moved China toward a 'socialist market economy,' lifting millions out of poverty. His legacy is defined by economic liberalization alongside political suppression.",https://en.wikipedia.org/wiki/Special:Search?search=Deng%20Xiaoping
579.0,Sun Tzu,General,-544,-496,"Sun Tzu was an ancient Chinese military strategist traditionally credited as the author of 'The Art of War.' His teachings emphasize the importance of strategy, psychology, and flexibility in conflict. His work has remained a foundational text for military and business leaders for over two millennia.",https://en.wikipedia.org/wiki/Special:Search?search=Sun%20Tzu
